b'Position,Track Name,Artist,URL,,,
1,Bigger Than You (feat. Drake & Quavo),2 Chainz,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf,,,
1,Bigger Than You (feat. Drake & Quavo),2 Chainz,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf,,,
1,Bigger Than You (feat. Drake & Quavo),2 Chainz,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf,,,
1,Girls Like You (feat. Cardi B),Maroon 5,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,,,
1,Girls Like You (feat. Cardi B),Maroon 5,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,,,
1,Bed (feat. Ariana Grande),Nicki Minaj,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS,,,
1,Forever Always,Peter CottonTale,https://open.spotify.com/track/4B2kIC5F0kSVfTD5crzgm9,,,
1,Forever Always,Peter CottonTale,https://open.spotify.com/track/4B2kIC5F0kSVfTD5crzgm9,,,
1,Forever Always,Peter CottonTale,https://open.spotify.com/track/4B2kIC5F0kSVfTD5crzgm9,,,
1,Forever Always,Peter CottonTale,https://open.spotify.com/track/4B2kIC5F0kSVfTD5crzgm9,,,
1,Forever Always,Peter CottonTale,https://open.spotify.com/track/4B2kIC5F0kSVfTD5crzgm9,,,
1,Forever Always,Peter CottonTale,https://open.spotify.com/track/4B2kIC5F0kSVfTD5crzgm9,,,
1,APESHIT,The Carters,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj,,,
1,Don\xe2\x80\x99t Matter To Me,Drake,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB,,,
1,Don\xe2\x80\x99t Matter To Me,Drake,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB,,,
1,Don\xe2\x80\x99t Matter To Me,Drake,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB,,,
1,Don\xe2\x80\x99t Matter To Me,Drake,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB,,,
1,Don\xe2\x80\x99t Matter To Me,Drake,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB,,,
1,Don\xe2\x80\x99t Matter To Me,Drake,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB,,,
1,Don\xe2\x80\x99t Matter To Me,Drake,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB,,,
1,Don\xe2\x80\x99t Matter To Me,Drake,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB,,,
1,In My Feelings,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns,,,
1,Three Lions,"Baddiel, Skinner & Lightning Seeds",https://open.spotify.com/track/0Ai6qtPfiEYGCqBGJYWD1W,,,
1,Three Lions,"Baddiel, Skinner & Lightning Seeds",https://open.spotify.com/track/0Ai6qtPfiEYGCqBGJYWD1W,,,
1,In My Feelings,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns,,,
1,In My Feelings,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns,,,
1,In My Feelings,Drake,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns,,,
1,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,,,
1,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,,,
1,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,,,
1,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,,,
1,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,,,
1,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,,,
1,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,,,
1,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,,,
1,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,,,
1,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,,,
1,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,,,
1,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,,,
1,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,,,
1,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,,,
1,No Brainer,DJ Khaled,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,,,
1,No Brainer,DJ Khaled,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,,,
1,No Brainer,DJ Khaled,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,,,
1,No Brainer,DJ Khaled,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,,,
1,When I Kissed The Teacher,Lily James,https://open.spotify.com/track/1WOBzx0R3hyphrI1AUv4Zu,,,
1,When I Kissed The Teacher,Lily James,https://open.spotify.com/track/1WOBzx0R3hyphrI1AUv4Zu,,,
1,When I Kissed The Teacher,Lily James,https://open.spotify.com/track/1WOBzx0R3hyphrI1AUv4Zu,,,
1,Missing U,Robyn,https://open.spotify.com/track/4Sn5B44sLfQ364FUL98jvN,,,
1,Missing U,Robyn,https://open.spotify.com/track/4Sn5B44sLfQ364FUL98jvN,,,
1,SICKO MODE,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,,,
1,SICKO MODE,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,,,
1,SICKO MODE,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,My Story,Loren Gray,https://open.spotify.com/track/7A6d1s5kEY08IXBWwbqWJ1,,,
